"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","collectDate","endDate","subsampleID","testedDate","testingID","batchID","individualCount","sampleCondition","testProtocolVersion","testResult","testPathogenName","remarks","testedBy","laboratoryName"
"45c3a5d3-eead-4d80-a189-ee89c108ad1c","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"92c4770c-1be8-44a4-a830-fe40e035a88e","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.003","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f75797bc-5514-4460-8f8c-f5e41985a850","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"68f83ac0-0104-4df5-96db-e7b50755adfe","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"feed089b-41a2-4840-8148-c33944738cba","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.005","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Francisella tularensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"6d50ab27-a257-4d9c-8794-b226a4cff2ec","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"58ee075e-f1fa-427e-bb0d-da99271d8bdc","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f7cef51a-a2ca-471a-8dd5-2cd92f413ca8","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.007","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"6f688b8d-e00c-4d8a-94ea-29ffc16d7689","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.003","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"e3f46d00-1ffa-4d25-9459-8c17b91794b0","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"b66d3e90-9b82-4f65-8113-02c128799507","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"713f9bf2-c264-441e-9b52-50762e061fb9","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.008","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia ewingii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"cbffd9a2-2c99-4028-806a-0a4be63468d9","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9651e6d2-ef2f-4282-99f3-849244587900","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"05aa8314-a9d5-4ffe-9896-d10467f98548","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"341d2b7d-7ce0-4f80-a6e2-7d70507a39c5","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.004","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia sp.",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"69e081bd-0ce5-4bab-b6ab-59e19a96aa11","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"2178eae8-82bf-4055-ac89-8b119c95ccc5","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.007","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"0ad5c53e-77f9-416b-946e-7aa0200ddc1c","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"1d143506-b528-40fb-8659-446f6c6c0df7","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.007","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"0c4730da-46f2-4b28-939e-6276426743bf","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.003","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ae018835-f5dd-4d7c-9b1b-d833ef8a6d6f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"4104c943-1927-49e7-be2e-beed06fe9fe4","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9790c6d1-5917-48d0-8b02-918f0646b010","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.004","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Borrelia lonestari",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"066b5e56-7a0a-44d1-ab5c-78b25d102185","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"eee4f808-53c5-4363-b9bc-947a0faaaa21","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia sp.",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"3291491c-26a3-409e-8809-445e5f58f9f3","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f87762fb-23e1-404c-886e-2c9237f49b15","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.005","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"34fc1e93-0bbc-4bac-a2fe-5d427432b3d2","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia sp.",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"fa4b2e07-45d8-47e8-8f57-58c55354ffba","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Borrelia lonestari",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"fbb1366c-03fa-44e5-abb0-7d3ddd9b2047","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.002","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"bb1378de-1370-4bc3-b7d1-543d3eb43b18","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.004","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9c806bba-559f-42dc-a4d2-3043bfd0c505","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.007","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"8396351c-4430-4710-9e18-dd8c132b606e","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Borrelia lonestari",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"58e2aa02-85fa-4654-80be-ae4f39d3ccb3","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"accb5278-2420-4f8a-98b4-35835c41e432","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ff35b5c8-febe-4cb3-96ac-e8814297922b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia chaffeensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"373b8cf5-0dec-4f4a-87d6-dc4598fe1273","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"73200cca-20d5-4fec-8a8b-16d497cae8e2","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"06c2120a-7448-4fbc-a559-a9b92d52a8fa","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.004","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Francisella tularensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"eb8a6446-eef1-4cd8-a1cd-03e3fc220d0e","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"7792f454-87f5-4d7a-96d9-4c5b402af13c","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ea5b50f1-d7f2-4646-affd-d27438aa51ce","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.003","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia sp.",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"555aa024-236b-41b3-a734-88c16e4b469f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.008","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"4aa6d6d5-9a05-4c90-9020-ddb7bb933c1d","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.008","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"115a4302-81fb-4553-86ee-dd65086bce10","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"7143e9ce-0aac-4a18-8b70-237f01f4708b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-14","BLAN_005.20170619.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c7e9508c-5a13-4f64-8ec8-5367c4e949e5","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-06-19T14:51Z","2017-06-19T15:31Z","BLAN_005.20170619.IXOSCA.N","2018-06-13","BLAN_005.20170619.IXOSCA.N.T.002","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia chaffeensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
